Raw ADC: 1075816678, Delta ADC: 0
Raw ADC: 1122720143, Delta ADC: 2114
Raw ADC: 1122720706, Delta ADC: 563
Raw ADC: 1122717888, Delta ADC: 4294964477
Raw ADC: 1122726202, Delta ADC: 8314
Raw ADC: 1122726766, Delta ADC: 564
Raw ADC: 1122727047, Delta ADC: 281
Raw ADC: 1122728597, Delta ADC: 1550
Raw ADC: 1122740152, Delta ADC: 11555
Raw ADC: 1122738743, Delta ADC: 4294965886
Raw ADC: 1122742407, Delta ADC: 3664
Raw ADC: 1122748748, Delta ADC: 6341
Raw ADC: 1122741421, Delta ADC: 4294959968
Raw ADC: 1122755935, Delta ADC: 14514
Raw ADC: 1122760303, Delta ADC: 4368
Raw ADC: 1122760303, Delta ADC: 0
Raw ADC: 1122770731, Delta ADC: 10428
Raw ADC: 1122770590, Delta ADC: 4294967154
Raw ADC: 1122771717, Delta ADC: 1127
Raw ADC: 1122780736, Delta ADC: 9019
Raw ADC: 1122784259, Delta ADC: 3523
Raw ADC: 1122790318, Delta ADC: 6059
Raw ADC: 1122787641, Delta ADC: 4294964618
Raw ADC: 1122795673, Delta ADC: 8032
Raw ADC: 1122804409, Delta ADC: 8736
Raw ADC: 1122808073, Delta ADC: 3664
Raw ADC: 1122809905, Delta ADC: 1832
Raw ADC: 1122815401, Delta ADC: 5496
Raw ADC: 1122812441, Delta ADC: 4294964335
Raw ADC: 1122821319, Delta ADC: 8878
Raw ADC: 1122822869, Delta ADC: 1550
Raw ADC: 1122832874, Delta ADC: 10005
Raw ADC: 1122829633, Delta ADC: 4294964054
Raw ADC: 1122829492, Delta ADC: 4294967154
Raw ADC: 1122840483, Delta ADC: 10991
Raw ADC: 1122834706, Delta ADC: 4294961518
Raw ADC: 1122840202, Delta ADC: 5496
Raw ADC: 1122848516, Delta ADC: 8314
Raw ADC: 1122838652, Delta ADC: 4294957431
Raw ADC: 1122856266, Delta ADC: 17614
Raw ADC: 1122853588, Delta ADC: 4294964617
Raw ADC: 1122859366, Delta ADC: 5778
Raw ADC: 1122861198, Delta ADC: 1832
Raw ADC: 1122864016, Delta ADC: 2818
Raw ADC: 1122859084, Delta ADC: 4294962363
Raw ADC: 1122864862, Delta ADC: 5778
Raw ADC: 1122868384, Delta ADC: 3522
Raw ADC: 1122872471, Delta ADC: 4087
Raw ADC: 1122872471, Delta ADC: 0
Raw ADC: 1122885294, Delta ADC: 12823
Raw ADC: 1122872471, Delta ADC: 4294954472
Raw ADC: 1122885576, Delta ADC: 13105
Raw ADC: 1122886844, Delta ADC: 1268
Raw ADC: 1122888112, Delta ADC: 1268
Raw ADC: 1122891917, Delta ADC: 3805
Raw ADC: 1122899808, Delta ADC: 7891
Raw ADC: 1122895158, Delta ADC: 4294962645
Raw ADC: 1122900795, Delta ADC: 5637
Raw ADC: 1122910377, Delta ADC: 9582
Raw ADC: 1122908122, Delta ADC: 4294965040
Raw ADC: 1122923482, Delta ADC: 15360
Raw ADC: 1122922918, Delta ADC: 4294966731
Raw ADC: 1122933910, Delta ADC: 10992
Raw ADC: 1122949128, Delta ADC: 15218
Raw ADC: 1122948142, Delta ADC: 4294966309
Raw ADC: 1122940251, Delta ADC: 4294959404
Raw ADC: 1122956033, Delta ADC: 15782
Raw ADC: 1122958851, Delta ADC: 2818
Raw ADC: 1122954060, Delta ADC: 4294962504
Raw ADC: 1122953638, Delta ADC: 4294966873
Raw ADC: 1122958570, Delta ADC: 4932
Raw ADC: 1122961529, Delta ADC: 2959
Raw ADC: 1122969138, Delta ADC: 7609
Raw ADC: 1122973225, Delta ADC: 4087
Raw ADC: 1122969843, Delta ADC: 4294963913
Raw ADC: 1122977593, Delta ADC: 7750
Raw ADC: 1122979284, Delta ADC: 1691
Raw ADC: 1122987034, Delta ADC: 7750
Raw ADC: 1122989571, Delta ADC: 2537
Raw ADC: 1122982525, Delta ADC: 4294960249
Raw ADC: 1122990275, Delta ADC: 7750
Raw ADC: 1123006058, Delta ADC: 15783
Raw ADC: 1123004930, Delta ADC: 4294966167
Raw ADC: 1123002817, Delta ADC: 4294965182
Raw ADC: 1123006903, Delta ADC: 4086
Raw ADC: 1123007044, Delta ADC: 141
Raw ADC: 1123016908, Delta ADC: 9864
Raw ADC: 1123022686, Delta ADC: 5778
Raw ADC: 1123027336, Delta ADC: 4650
Raw ADC: 1123033395, Delta ADC: 6059
Raw ADC: 1123038891, Delta ADC: 5496
Raw ADC: 1123047909, Delta ADC: 9018
Raw ADC: 1123051150, Delta ADC: 3241
Raw ADC: 1123054955, Delta ADC: 3805
Raw ADC: 1123057491, Delta ADC: 2536
Raw ADC: 1123071442, Delta ADC: 13951
Raw ADC: 1123072992, Delta ADC: 1550
Raw ADC: 1123082011, Delta ADC: 9019
Raw ADC: 1123084124, Delta ADC: 2113
Raw ADC: 1123091593, Delta ADC: 7469
Raw ADC: 1123091593, Delta ADC: 0
Raw ADC: 1123104698, Delta ADC: 13105
Raw ADC: 1123100470, Delta ADC: 4294963067
Raw ADC: 1123112730, Delta ADC: 12260
Raw ADC: 1123113575, Delta ADC: 845
Raw ADC: 1123118226, Delta ADC: 4651
Raw ADC: 1123130767, Delta ADC: 12541
Raw ADC: 1123125130, Delta ADC: 4294961658
Raw ADC: 1123130062, Delta ADC: 4932
Raw ADC: 1123133303, Delta ADC: 3241
Raw ADC: 1123144013, Delta ADC: 10710
Raw ADC: 1123158245, Delta ADC: 14232
Raw ADC: 1123155709, Delta ADC: 4294964759
Raw ADC: 1123160077, Delta ADC: 4368
Raw ADC: 1123166982, Delta ADC: 6905
Raw ADC: 1123177128, Delta ADC: 10146
Raw ADC: 1123177832, Delta ADC: 704
Raw ADC: 1123183046, Delta ADC: 5214
Raw ADC: 1123193474, Delta ADC: 10428
Raw ADC: 1123195447, Delta ADC: 1973
Raw ADC: 1123199110, Delta ADC: 3663
Raw ADC: 1123203479, Delta ADC: 4369
Raw ADC: 1123216725, Delta ADC: 13246
Raw ADC: 1123212920, Delta ADC: 4294963490
Raw ADC: 1123230111, Delta ADC: 17191
Raw ADC: 1123243921, Delta ADC: 13810
Raw ADC: 1123241244, Delta ADC: 4294964618
Raw ADC: 1123248430, Delta ADC: 7186
Raw ADC: 1123257308, Delta ADC: 8878
Raw ADC: 1123266326, Delta ADC: 9018
Raw ADC: 1123269427, Delta ADC: 3101
Raw ADC: 1123277459, Delta ADC: 8032
Raw ADC: 1123281686, Delta ADC: 4227
Raw ADC: 1123289295, Delta ADC: 7609
Raw ADC: 1123296623, Delta ADC: 7328
Raw ADC: 1123314660, Delta ADC: 18037
Raw ADC: 1123321001, Delta ADC: 6341
Raw ADC: 1123327342, Delta ADC: 6341
Raw ADC: 1123344111, Delta ADC: 16769
Raw ADC: 1123343970, Delta ADC: 4294967154
Raw ADC: 1123346648, Delta ADC: 2678
Raw ADC: 1123366235, Delta ADC: 19587
Raw ADC: 1123368630, Delta ADC: 2395
Raw ADC: 1123377508, Delta ADC: 8878
Raw ADC: 1123393713, Delta ADC: 16205
Raw ADC: 1123400477, Delta ADC: 6764
Raw ADC: 1123408509, Delta ADC: 8032
Raw ADC: 1123419923, Delta ADC: 11414
Raw ADC: 1123428378, Delta ADC: 8455
Raw ADC: 1123430633, Delta ADC: 2255
Raw ADC: 1123446979, Delta ADC: 16346
Raw ADC: 1123456279, Delta ADC: 9300
Raw ADC: 1123471920, Delta ADC: 15641
Raw ADC: 1123477416, Delta ADC: 5496
Raw ADC: 1123488548, Delta ADC: 11132
Raw ADC: 1123508699, Delta ADC: 20151
Raw ADC: 1123524341, Delta ADC: 15642
Raw ADC: 1123550410, Delta ADC: 26069
Raw ADC: 1123552101, Delta ADC: 1691
Raw ADC: 1123572674, Delta ADC: 20573
Raw ADC: 1123586202, Delta ADC: 13528
Raw ADC: 1123586202, Delta ADC: 0
Raw ADC: 1123591979, Delta ADC: 5777
Raw ADC: 1123605507, Delta ADC: 13528
Raw ADC: 1123614667, Delta ADC: 9160
Raw ADC: 1123623121, Delta ADC: 8454
Raw ADC: 1123637777, Delta ADC: 14656
Raw ADC: 1123643977, Delta ADC: 6200
Raw ADC: 1123648768, Delta ADC: 4791
Raw ADC: 1123655814, Delta ADC: 7046
Raw ADC: 1123654686, Delta ADC: 4294966167
Raw ADC: 1123668778, Delta ADC: 14092
Raw ADC: 1123677796, Delta ADC: 9018
Raw ADC: 1123689633, Delta ADC: 11837
Raw ADC: 1123706684, Delta ADC: 17051
Raw ADC: 1123707952, Delta ADC: 1268
Raw ADC: 1123702738, Delta ADC: 4294962081
Raw ADC: 1123718379, Delta ADC: 15641
Raw ADC: 1123730357, Delta ADC: 11978
Raw ADC: 1123734162, Delta ADC: 3805
Raw ADC: 1123752340, Delta ADC: 18178
Raw ADC: 1123762486, Delta ADC: 10146
Raw ADC: 1123766290, Delta ADC: 3804
Raw ADC: 1123769109, Delta ADC: 2819
Raw ADC: 1123770236, Delta ADC: 1127
Raw ADC: 1123796728, Delta ADC: 26492
Raw ADC: 1123789259, Delta ADC: 4294959826
Raw ADC: 1123805183, Delta ADC: 15924
Raw ADC: 1123810397, Delta ADC: 5214
Raw ADC: 1123817301, Delta ADC: 6904
Raw ADC: 1123825615, Delta ADC: 8314
Raw ADC: 1123830688, Delta ADC: 5073
Raw ADC: 1123837311, Delta ADC: 6623
Raw ADC: 1123846893, Delta ADC: 9582
Raw ADC: 1123859717, Delta ADC: 12824
Raw ADC: 1123867608, Delta ADC: 7891
Raw ADC: 1123877190, Delta ADC: 9582
Raw ADC: 1123885363, Delta ADC: 8173
Raw ADC: 1123896354, Delta ADC: 10991
Raw ADC: 1123906782, Delta ADC: 10428
Raw ADC: 1123916787, Delta ADC: 10005
Raw ADC: 1123919464, Delta ADC: 2677
Raw ADC: 1123925101, Delta ADC: 5637
Raw ADC: 1123932146, Delta ADC: 7045
Raw ADC: 1123943420, Delta ADC: 11274
Raw ADC: 1123963711, Delta ADC: 20291
Raw ADC: 1123963148, Delta ADC: 4294966732
Raw ADC: 1123976675, Delta ADC: 13527
Raw ADC: 1123978789, Delta ADC: 2114
Raw ADC: 1124001054, Delta ADC: 22265
Raw ADC: 1124012327, Delta ADC: 11273
Raw ADC: 1124011199, Delta ADC: 4294966167
Raw ADC: 1124033041, Delta ADC: 21842
Raw ADC: 1124037550, Delta ADC: 4509
Raw ADC: 1124045442, Delta ADC: 7892
Raw ADC: 1124055306, Delta ADC: 9864
Raw ADC: 1124059815, Delta ADC: 4509
Raw ADC: 1124065311, Delta ADC: 5496
Raw ADC: 1124070383, Delta ADC: 5072
Raw ADC: 1124071652, Delta ADC: 1269
Raw ADC: 1124080247, Delta ADC: 8595
Raw ADC: 1124078979, Delta ADC: 4294966027
Raw ADC: 1124073202, Delta ADC: 4294961518
Raw ADC: 1124086307, Delta ADC: 13105
Raw ADC: 1124082925, Delta ADC: 4294963913
Raw ADC: 1124087434, Delta ADC: 4509
Raw ADC: 1124088280, Delta ADC: 846
Raw ADC: 1124095466, Delta ADC: 7186
Raw ADC: 1124088139, Delta ADC: 4294959968
Raw ADC: 1124099694, Delta ADC: 11555
Raw ADC: 1124105612, Delta ADC: 5918
Raw ADC: 1124107726, Delta ADC: 2114
Raw ADC: 1124119140, Delta ADC: 11414
Raw ADC: 1124124635, Delta ADC: 5495
Raw ADC: 1124148873, Delta ADC: 24238
Raw ADC: 1124144504, Delta ADC: 4294962926
Raw ADC: 1124162682, Delta ADC: 18178
Raw ADC: 1124164232, Delta ADC: 1550
Raw ADC: 1124183679, Delta ADC: 19447
Raw ADC: 1124178183, Delta ADC: 4294961799
Raw ADC: 1124201293, Delta ADC: 23110
Raw ADC: 1124198193, Delta ADC: 4294964195
Raw ADC: 1124207916, Delta ADC: 9723
Raw ADC: 1124213552, Delta ADC: 5636
Raw ADC: 1124231871, Delta ADC: 18319
Raw ADC: 1124243849, Delta ADC: 11978
Raw ADC: 1124245540, Delta ADC: 1691
Raw ADC: 1124247513, Delta ADC: 1973
Raw ADC: 1124266254, Delta ADC: 18741
Raw ADC: 1124265127, Delta ADC: 4294966168
Raw ADC: 1124277246, Delta ADC: 12119
Raw ADC: 1124275977, Delta ADC: 4294966026
Raw ADC: 1124290351, Delta ADC: 14374
Raw ADC: 1124294437, Delta ADC: 4086
Raw ADC: 1124292746, Delta ADC: 4294965604
Raw ADC: 1124302751, Delta ADC: 10005
Raw ADC: 1124313461, Delta ADC: 10710
Raw ADC: 1124326425, Delta ADC: 12964
Raw ADC: 1124329807, Delta ADC: 3382
Raw ADC: 1124344462, Delta ADC: 14655
Raw ADC: 1124348971, Delta ADC: 4509
Raw ADC: 1124362217, Delta ADC: 13246
Raw ADC: 1124361371, Delta ADC: 4294966449
Raw ADC: 1124375463, Delta ADC: 14092
Raw ADC: 1124378422, Delta ADC: 2959
Raw ADC: 1124387159, Delta ADC: 8737
Raw ADC: 1124384481, Delta ADC: 4294964617
Raw ADC: 1124393641, Delta ADC: 9160
Raw ADC: 1124399136, Delta ADC: 5495
Raw ADC: 1124399841, Delta ADC: 705
Raw ADC: 1124413228, Delta ADC: 13387
Raw ADC: 1124411960, Delta ADC: 4294966027
Raw ADC: 1124411678, Delta ADC: 4294967013
Raw ADC: 1124419287, Delta ADC: 7609
Raw ADC: 1124417314, Delta ADC: 4294965322
Raw ADC: 1124423092, Delta ADC: 5778
Raw ADC: 1124432674, Delta ADC: 9582
Raw ADC: 1124434788, Delta ADC: 2114
Raw ADC: 1124432674, Delta ADC: 4294965181
Raw ADC: 1124442961, Delta ADC: 10287
Raw ADC: 1124441270, Delta ADC: 4294965604
Raw ADC: 1124449725, Delta ADC: 8455
Raw ADC: 1124450288, Delta ADC: 563
Raw ADC: 1124449443, Delta ADC: 4294966450
Raw ADC: 1124455925, Delta ADC: 6482
Raw ADC: 1124465648, Delta ADC: 9723
Raw ADC: 1124464803, Delta ADC: 4294966450
Raw ADC: 1124474526, Delta ADC: 9723
Raw ADC: 1124471426, Delta ADC: 4294964195
Raw ADC: 1124486081, Delta ADC: 14655
Raw ADC: 1124492140, Delta ADC: 6059
Raw ADC: 1124496790, Delta ADC: 4650
Raw ADC: 1124499327, Delta ADC: 2537
Raw ADC: 1124503413, Delta ADC: 4086
Raw ADC: 1124516095, Delta ADC: 12682
Raw ADC: 1124523000, Delta ADC: 6905
Raw ADC: 1124522859, Delta ADC: 4294967154
Raw ADC: 1124535260, Delta ADC: 12401
Raw ADC: 1124542728, Delta ADC: 7468
Raw ADC: 1124545687, Delta ADC: 2959
Raw ADC: 1124548506, Delta ADC: 2819
Raw ADC: 1124553438, Delta ADC: 4932
Raw ADC: 1124572038, Delta ADC: 18600
Raw ADC: 1124573166, Delta ADC: 1128
Raw ADC: 1124576407, Delta ADC: 3241
Raw ADC: 1124582607, Delta ADC: 6200
Raw ADC: 1124583311, Delta ADC: 704
Raw ADC: 1124588384, Delta ADC: 5073
Raw ADC: 1124599235, Delta ADC: 10851
Raw ADC: 1124606280, Delta ADC: 7045
Raw ADC: 1124599376, Delta ADC: 4294960391
Raw ADC: 1124600644, Delta ADC: 1268
Raw ADC: 1124610226, Delta ADC: 9582
Raw ADC: 1124618258, Delta ADC: 8032
Raw ADC: 1124622063, Delta ADC: 3805
Raw ADC: 1124628263, Delta ADC: 6200
Raw ADC: 1124629390, Delta ADC: 1127
Raw ADC: 1124630659, Delta ADC: 1269
Raw ADC: 1124636436, Delta ADC: 5777
Raw ADC: 1124637141, Delta ADC: 705
Raw ADC: 1124646018, Delta ADC: 8877
Raw ADC: 1124660110, Delta ADC: 14092
Raw ADC: 1124656305, Delta ADC: 4294963490
Raw ADC: 1124677442, Delta ADC: 21137
Raw ADC: 1124680824, Delta ADC: 3382
Raw ADC: 1124682515, Delta ADC: 1691
Raw ADC: 1124681529, Delta ADC: 4294966309
Raw ADC: 1124687165, Delta ADC: 5636
Raw ADC: 1124693366, Delta ADC: 6201
Raw ADC: 1124691252, Delta ADC: 4294965181
Raw ADC: 1124705766, Delta ADC: 14514
Raw ADC: 1124708725, Delta ADC: 2959
Raw ADC: 1124721267, Delta ADC: 12542
Raw ADC: 1124727185, Delta ADC: 5918
Raw ADC: 1124729017, Delta ADC: 1832
Raw ADC: 1124727185, Delta ADC: 4294965463
Raw ADC: 1124739867, Delta ADC: 12682
Raw ADC: 1124744095, Delta ADC: 4228
Raw ADC: 1124743108, Delta ADC: 4294966308
Raw ADC: 1124760863, Delta ADC: 17755
Raw ADC: 1124766782, Delta ADC: 5919
Raw ADC: 1124767064, Delta ADC: 282
Raw ADC: 1124776646, Delta ADC: 9582
Raw ADC: 1124791724, Delta ADC: 15078
Raw ADC: 1124798769, Delta ADC: 7045
Raw ADC: 1124796233, Delta ADC: 4294964759
Raw ADC: 1124811170, Delta ADC: 14937
Raw ADC: 1124812579, Delta ADC: 1409
Raw ADC: 1124812579, Delta ADC: 0
Raw ADC: 1124820047, Delta ADC: 7468
Raw ADC: 1124828643, Delta ADC: 8596
Raw ADC: 1124837521, Delta ADC: 8878
Raw ADC: 1124841466, Delta ADC: 3945
Raw ADC: 1124849499, Delta ADC: 8033
Raw ADC: 1124857953, Delta ADC: 8454
Raw ADC: 1124854149, Delta ADC: 4294963491
Raw ADC: 1124863449, Delta ADC: 9300
Raw ADC: 1124866690, Delta ADC: 3241
Raw ADC: 1124861758, Delta ADC: 4294962363
Raw ADC: 1124870072, Delta ADC: 8314
Raw ADC: 1124875004, Delta ADC: 4932
Raw ADC: 1124889659, Delta ADC: 14655
Raw ADC: 1124881627, Delta ADC: 4294959263
Raw ADC: 1124881063, Delta ADC: 4294966731
Raw ADC: 1124894591, Delta ADC: 13528
Raw ADC: 1124900369, Delta ADC: 5778
Raw ADC: 1124899523, Delta ADC: 4294966449
Raw ADC: 1124904737, Delta ADC: 5214
Raw ADC: 1124910796, Delta ADC: 6059
Raw ADC: 1124916292, Delta ADC: 5496
Raw ADC: 1124917137, Delta ADC: 845
Raw ADC: 1124926297, Delta ADC: 9160
Raw ADC: 1124933061, Delta ADC: 6764
Raw ADC: 1124932497, Delta ADC: 4294966731
Raw ADC: 1124950816, Delta ADC: 18319
Raw ADC: 1124954480, Delta ADC: 3664
Raw ADC: 1124959834, Delta ADC: 5354
Raw ADC: 1124966317, Delta ADC: 6483
Raw ADC: 1124967444, Delta ADC: 1127
Raw ADC: 1124977449, Delta ADC: 10005
Raw ADC: 1124990836, Delta ADC: 13387
Raw ADC: 1125009718, Delta ADC: 18882
Raw ADC: 1125007604, Delta ADC: 4294965181
Raw ADC: 1125015918, Delta ADC: 8314
Raw ADC: 1125017468, Delta ADC: 1550
Raw ADC: 1125020991, Delta ADC: 3523
Raw ADC: 1125023387, Delta ADC: 2396
Raw ADC: 1125035505, Delta ADC: 12118
Raw ADC: 1125042833, Delta ADC: 7328
Raw ADC: 1125046779, Delta ADC: 3946
Raw ADC: 1125051711, Delta ADC: 4932
Raw ADC: 1125063266, Delta ADC: 11555
Raw ADC: 1125064393, Delta ADC: 1127
Raw ADC: 1125078907, Delta ADC: 14514
Raw ADC: 1125091167, Delta ADC: 12260
Raw ADC: 1125089898, Delta ADC: 4294966026
Raw ADC: 1125097790, Delta ADC: 7892
Raw ADC: 1125099903, Delta ADC: 2113
Raw ADC: 1125107654, Delta ADC: 7751
Raw ADC: 1125115263, Delta ADC: 7609
Raw ADC: 1125134005, Delta ADC: 18742
Raw ADC: 1125138514, Delta ADC: 4509
Raw ADC: 1125142318, Delta ADC: 3804
Raw ADC: 1125144009, Delta ADC: 1691
Raw ADC: 1125157114, Delta ADC: 13105
Raw ADC: 1125160215, Delta ADC: 3101
Raw ADC: 1125169938, Delta ADC: 9723
Raw ADC: 1125175152, Delta ADC: 5214
Raw ADC: 1125183747, Delta ADC: 8595
Raw ADC: 1125195443, Delta ADC: 11696
Raw ADC: 1125203475, Delta ADC: 8032
Raw ADC: 1125213198, Delta ADC: 9723
Raw ADC: 1125211789, Delta ADC: 4294965886
Raw ADC: 1125229544, Delta ADC: 17755
Raw ADC: 1125236449, Delta ADC: 6905
Raw ADC: 1125251809, Delta ADC: 15360
Raw ADC: 1125253077, Delta ADC: 1268
Raw ADC: 1125275342, Delta ADC: 22265
Raw ADC: 1125281260, Delta ADC: 5918
Raw ADC: 1125294929, Delta ADC: 13669
Raw ADC: 1125305497, Delta ADC: 10568
Raw ADC: 1125320293, Delta ADC: 14796
Raw ADC: 1125324521, Delta ADC: 4228
Raw ADC: 1125339035, Delta ADC: 14514
Raw ADC: 1125350308, Delta ADC: 11273
Raw ADC: 1125357495, Delta ADC: 7187
Raw ADC: 1125369895, Delta ADC: 12400
Raw ADC: 1125364540, Delta ADC: 4294961940
Raw ADC: 1125388496, Delta ADC: 23956
Raw ADC: 1125400614, Delta ADC: 12118
Raw ADC: 1125409633, Delta ADC: 9019
Raw ADC: 1125416538, Delta ADC: 6905
Raw ADC: 1125435138, Delta ADC: 18600
Raw ADC: 1125449512, Delta ADC: 14374
Raw ADC: 1125461630, Delta ADC: 12118
Raw ADC: 1125469381, Delta ADC: 7751
Raw ADC: 1125477695, Delta ADC: 8314
Raw ADC: 1125481640, Delta ADC: 3945
Raw ADC: 1125491927, Delta ADC: 10287
Raw ADC: 1125508132, Delta ADC: 16205
Raw ADC: 1125519264, Delta ADC: 11132
Raw ADC: 1125525464, Delta ADC: 6200
Raw ADC: 1125536456, Delta ADC: 10992
Raw ADC: 1125541529, Delta ADC: 5073
Raw ADC: 1125544629, Delta ADC: 3100
Raw ADC: 1125560834, Delta ADC: 16205
Raw ADC: 1125564498, Delta ADC: 3664
Raw ADC: 1125581830, Delta ADC: 17332
Raw ADC: 1125587608, Delta ADC: 5778
Raw ADC: 1125600149, Delta ADC: 12541
Raw ADC: 1125609027, Delta ADC: 8878
Raw ADC: 1125613818, Delta ADC: 4791
Raw ADC: 1125625795, Delta ADC: 11977
Raw ADC: 1125642141, Delta ADC: 16346
Raw ADC: 1125650315, Delta ADC: 8174
Raw ADC: 1125665674, Delta ADC: 15359
Raw ADC: 1125669197, Delta ADC: 3523
Raw ADC: 1125680752, Delta ADC: 11555
Raw ADC: 1125692730, Delta ADC: 11978
Raw ADC: 1125709358, Delta ADC: 16628
Raw ADC: 1125711189, Delta ADC: 1831
Raw ADC: 1125716262, Delta ADC: 5073
Raw ADC: 1125734722, Delta ADC: 18460
Raw ADC: 1125737118, Delta ADC: 2396
Raw ADC: 1125755859, Delta ADC: 18741
Raw ADC: 1125763046, Delta ADC: 7187
Raw ADC: 1125771501, Delta ADC: 8455
Raw ADC: 1125783760, Delta ADC: 12259
Raw ADC: 1125795738, Delta ADC: 11978
Raw ADC: 1125806729, Delta ADC: 10991
Raw ADC: 1125812930, Delta ADC: 6201
Raw ADC: 1125815043, Delta ADC: 2113
Raw ADC: 1125832939, Delta ADC: 17896
Raw ADC: 1125853936, Delta ADC: 20997
Raw ADC: 1125856613, Delta ADC: 2677
Raw ADC: 1125871691, Delta ADC: 15078
Raw ADC: 1125885219, Delta ADC: 13528
Raw ADC: 1125899451, Delta ADC: 14232
Raw ADC: 1125910724, Delta ADC: 11273
Raw ADC: 1125924111, Delta ADC: 13387
Raw ADC: 1125923970, Delta ADC: 4294967154
Raw ADC: 1125947785, Delta ADC: 23815
Raw ADC: 1125959621, Delta ADC: 11836
Raw ADC: 1125964976, Delta ADC: 5355
Raw ADC: 1125972022, Delta ADC: 7046
Raw ADC: 1125983436, Delta ADC: 11414
Raw ADC: 1126006828, Delta ADC: 23392
Raw ADC: 1126009505, Delta ADC: 2677
Raw ADC: 1126029092, Delta ADC: 19587
Raw ADC: 1126041634, Delta ADC: 12542
Raw ADC: 1126049807, Delta ADC: 8173
Raw ADC: 1126056570, Delta ADC: 6763
Raw ADC: 1126073057, Delta ADC: 16487
Raw ADC: 1126087290, Delta ADC: 14233
Raw ADC: 1126096872, Delta ADC: 9582
Raw ADC: 1126114768, Delta ADC: 17896
Raw ADC: 1126130128, Delta ADC: 15360
Raw ADC: 1126133932, Delta ADC: 3804
Raw ADC: 1126164229, Delta ADC: 30297
Raw ADC: 1126173107, Delta ADC: 8878
Raw ADC: 1126179025, Delta ADC: 5918
Raw ADC: 1126196780, Delta ADC: 17755
Raw ADC: 1126213831, Delta ADC: 17051
Raw ADC: 1126225668, Delta ADC: 11837
Raw ADC: 1126241168, Delta ADC: 15500
Raw ADC: 1126251596, Delta ADC: 10428
Raw ADC: 1126266674, Delta ADC: 15078
Raw ADC: 1126272592, Delta ADC: 5918
Raw ADC: 1126283724, Delta ADC: 11132
Raw ADC: 1126301057, Delta ADC: 17333
Raw ADC: 1126319235, Delta ADC: 18178
Raw ADC: 1126321207, Delta ADC: 1972
Raw ADC: 1126335863, Delta ADC: 14656
Raw ADC: 1126353054, Delta ADC: 17191
Raw ADC: 1126363764, Delta ADC: 10710
Raw ADC: 1126380391, Delta ADC: 16627
Raw ADC: 1126397160, Delta ADC: 16769
Raw ADC: 1126405615, Delta ADC: 8455
Raw ADC: 1126423089, Delta ADC: 17474
Raw ADC: 1126420975, Delta ADC: 4294965181
Raw ADC: 1126431402, Delta ADC: 10427
Raw ADC: 1126446903, Delta ADC: 15501
Raw ADC: 1126451130, Delta ADC: 4227
Raw ADC: 1126468463, Delta ADC: 17333
Raw ADC: 1126470013, Delta ADC: 1550
Raw ADC: 1126493828, Delta ADC: 23815
Raw ADC: 1126495237, Delta ADC: 1409
Raw ADC: 1126510455, Delta ADC: 15218
Raw ADC: 1126531311, Delta ADC: 20856
Raw ADC: 1126538075, Delta ADC: 6764
Raw ADC: 1126545543, Delta ADC: 7468
Raw ADC: 1126568512, Delta ADC: 22969
Raw ADC: 1126582744, Delta ADC: 14232
Raw ADC: 1126604586, Delta ADC: 21842
Raw ADC: 1126617832, Delta ADC: 13246
Raw ADC: 1126633755, Delta ADC: 15923
Raw ADC: 1126654893, Delta ADC: 21138
Raw ADC: 1126663347, Delta ADC: 8454
Raw ADC: 1126683498, Delta ADC: 20151
Raw ADC: 1126693080, Delta ADC: 9582
Raw ADC: 1126714358, Delta ADC: 21278
Raw ADC: 1126728309, Delta ADC: 13951
Raw ADC: 1126739723, Delta ADC: 11414
Raw ADC: 1126755787, Delta ADC: 16064
Raw ADC: 1126770020, Delta ADC: 14233
Raw ADC: 1126783547, Delta ADC: 13527
Raw ADC: 1126806798, Delta ADC: 23251
Raw ADC: 1126819199, Delta ADC: 12401
Raw ADC: 1126837377, Delta ADC: 18178
Raw ADC: 1126853159, Delta ADC: 15782
Raw ADC: 1126861755, Delta ADC: 8596
Raw ADC: 1126880074, Delta ADC: 18319
Raw ADC: 1126893460, Delta ADC: 13386
Raw ADC: 1126912061, Delta ADC: 18601
Raw ADC: 1126927280, Delta ADC: 15219
Raw ADC: 1126937426, Delta ADC: 10146
Raw ADC: 1126960254, Delta ADC: 22828
Raw ADC: 1126977727, Delta ADC: 17473
Raw ADC: 1126991819, Delta ADC: 14092
Raw ADC: 1127006474, Delta ADC: 14655
Raw ADC: 1127027752, Delta ADC: 21278
Raw ADC: 1127032684, Delta ADC: 4932
Raw ADC: 1127060021, Delta ADC: 27337
Raw ADC: 1127067349, Delta ADC: 7328
Raw ADC: 1127076649, Delta ADC: 9300
Raw ADC: 1127090459, Delta ADC: 13810
Raw ADC: 1127103000, Delta ADC: 12541
Raw ADC: 1127118078, Delta ADC: 15078
Raw ADC: 1127124701, Delta ADC: 6623
Raw ADC: 1127136960, Delta ADC: 12259
Raw ADC: 1127144570, Delta ADC: 7610
Raw ADC: 1127160352, Delta ADC: 15782
Raw ADC: 1127167962, Delta ADC: 7610
Raw ADC: 1127176839, Delta ADC: 8877
Raw ADC: 1127191494, Delta ADC: 14655
Raw ADC: 1127201922, Delta ADC: 10428
Raw ADC: 1127205163, Delta ADC: 3241
